State of Residence,Migrant Direction,Country of Birth SACC Code,Country of Birth SACC Label,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Total 
Tasmania,NOM,9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9118,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9124,Nigeria,3,13,0,0,0,0,6,6,0,3,0,0,0,0,0,0,0,0,28
Tasmania,NOM,9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9126,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9127,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9128,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9200,S & E Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9201,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9202,Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9203,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9206,Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9207,Ethiopia,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5
Tasmania,NOM,9208,Kenya,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Tasmania,NOM,9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9212,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9213,Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9214,Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9216,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9217,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Tasmania,NOM,9218,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9221,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9223,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9224,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9225,South Africa,4,3,3,0,0,3,2,0,6,0,3,3,0,0,0,0,0,0,22
Tasmania,NOM,9226,Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9227,Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9228,Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9231,Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,9232,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Tasmania,NOM,9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasmania,NOM,Total,Total,88,74,51,20,329,364,227,230,145,63,6,-24,-36,-42,-36,-15,-6,-3,1440
Northern Territory,Arrival,1000,Oceania nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1100,Aust (incl E T) nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1101,Australia,29,30,15,10,21,46,39,23,21,26,12,16,8,6,3,0,0,0,305
Northern Territory,Arrival,1102,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1201,New Zealand,10,11,3,3,12,8,12,8,6,3,6,7,7,5,0,0,0,0,111
Northern Territory,Arrival,1300,Melanesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1301,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1302,PNG,0,0,0,0,0,3,5,4,0,5,0,0,0,0,0,0,0,0,21
Northern Territory,Arrival,1303,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,1304,Vanuatu,0,0,0,0,36,75,46,37,11,8,0,0,0,0,0,0,0,0,209
Northern Territory,Arrival,1400,Micronesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1402,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1405,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1500,Polynesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1501,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1502,Fiji,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,8
Northern Territory,Arrival,1503,French Poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1504,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1505,Samoa,0,0,0,0,44,49,46,29,5,3,0,0,0,0,0,0,0,0,177
Northern Territory,Arrival,1506,Samoa American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1507,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1508,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Northern Territory,Arrival,1511,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1600,Antarctica nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2000,NW Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,21,"UK, CIs & IOM",10,15,12,0,0,13,18,3,11,9,6,7,6,3,7,3,0,0,124
Northern Territory,Arrival,2201,Ireland,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,10
Northern Territory,Arrival,2300,Western Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2301,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Northern Territory,Arrival,2302,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2303,France,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,10
Northern Territory,Arrival,2304,Germany,5,0,0,0,4,3,3,0,0,3,0,4,0,0,0,0,0,0,19
Northern Territory,Arrival,2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2306,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2307,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2308,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2311,Switzerland,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,2400,Northern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2401,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2403,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2405,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2406,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2407,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3000,S & E Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3100,Southern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3101,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3102,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3104,Italy,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6
Northern Territory,Arrival,3105,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3106,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3108,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Northern Territory,Arrival,3200,SE Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3201,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3202,Bosnia/Herzegov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3203,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,3204,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3205,Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3206,North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3207,Greece,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14
Northern Territory,Arrival,3208,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3211,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3212,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3214,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3215,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3216,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3300,Eastern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3301,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3302,Czechia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3303,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3304,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3305,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3306,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,3307,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Northern Territory,Arrival,3308,Russia,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8
Northern Territory,Arrival,3311,Slovakia,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,3312,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4000,N Afr & Middl E nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4100,North Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4101,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4102,Egypt,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,8
Northern Territory,Arrival,4103,Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4104,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4105,Sudan,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,4106,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4111,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4200,Middle East nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4201,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4202,Gaza Str/W Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4203,Iran,0,3,0,0,0,0,8,6,6,0,0,0,0,0,0,0,0,0,23
Northern Territory,Arrival,4204,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,4205,Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4206,Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,4207,Kuwait,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Northern Territory,Arrival,4208,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,4211,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4212,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4213,Saudi Arabia,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Northern Territory,Arrival,4214,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4215,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,4216,Unit Arab Emir,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Northern Territory,Arrival,4217,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,5000,South-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,5100,Mainld SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,5101,Myanmar,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12
Northern Territory,Arrival,5102,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Northern Territory,Arrival,5103,Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,5104,Thailand,0,0,7,6,7,6,0,3,7,0,0,0,0,0,0,0,0,0,33
Northern Territory,Arrival,5105,Vietnam,9,6,5,4,4,9,7,9,6,3,3,4,4,0,0,0,0,0,77
Northern Territory,Arrival,5200,M'time SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,5201,Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,5202,Indonesia,3,9,0,0,3,7,5,7,3,0,4,0,0,0,0,0,0,0,43
Northern Territory,Arrival,5203,Malaysia,3,5,6,0,0,0,4,3,8,8,0,0,0,0,0,0,0,0,40
Northern Territory,Arrival,5204,Philippines,11,12,10,14,18,16,21,14,8,7,3,3,3,0,3,0,0,0,142
Northern Territory,Arrival,5205,Singapore,0,3,0,3,20,26,6,11,7,0,3,0,0,0,0,0,0,0,87
Northern Territory,Arrival,5206,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
Northern Territory,Arrival,6000,North-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,6100,Chinese Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,6101,China,0,0,5,3,4,6,10,0,0,0,0,3,4,0,0,0,0,0,46
Northern Territory,Arrival,6102,Hong Kong,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,13
Northern Territory,Arrival,6103,Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,6104,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,6105,Taiwan,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,11
Northern Territory,Arrival,6200,Japan & Koreas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,6201,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Northern Territory,Arrival,6202,"Korea, North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,6203,"Korea, South",3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,11
Northern Territory,Arrival,7000,S & C Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,7100,Southern Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,7101,Bangladesh,0,3,4,3,3,9,5,0,3,0,0,0,0,0,0,0,0,0,25
Northern Territory,Arrival,7102,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,7103,India,26,24,11,6,17,47,47,46,24,10,0,3,4,0,3,0,0,0,262
Northern Territory,Arrival,7104,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,7105,Nepal,0,0,0,7,14,12,9,0,0,0,0,0,0,0,0,0,0,0,49
Northern Territory,Arrival,7106,Pakistan,5,3,0,0,3,16,13,3,4,0,0,0,0,0,0,0,0,0,49
Northern Territory,Arrival,7107,Sri Lanka,0,0,0,0,0,8,8,10,0,3,0,0,0,0,0,0,0,0,31
Northern Territory,Arrival,7200,Central Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,7201,Afghanistan,51,52,35,25,28,44,46,19,17,13,4,3,6,3,0,0,0,0,351
Northern Territory,Arrival,7202,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,7203,Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,7204,Georgia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Northern Territory,Arrival,7205,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,7206,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,7211,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8000,Americas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8100,N'thern America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8101,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8102,Canada,0,0,0,0,3,8,0,3,3,0,0,0,0,0,0,0,0,0,26
Northern Territory,Arrival,8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8104,USA,12,19,10,13,60,62,48,37,27,18,15,16,3,0,0,0,0,0,339
Northern Territory,Arrival,8200,South America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8201,Argentina,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,8202,Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8203,Brazil,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Northern Territory,Arrival,8204,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,8205,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,8206,Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8211,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8212,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8213,Peru,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Northern Territory,Arrival,8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8215,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8216,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8299,"S America, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8300,Central America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8302,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8303,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8304,Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Territory,Arrival,8305,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
